🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w87.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_87.world <<<<<<<<<<<<<<<<<<
[WARN] [1749866519.115713, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749866533.498171, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:38793]
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.22 (m)
Time: 9.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.78 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.89 (s), x: -2.60 (m), y: 4.10 (m)
Time: 9.99 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.10 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.32 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 10.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 11.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 12.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 13.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.02 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.13 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 14.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 15.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.32 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.63 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 16.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.24 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 17.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 18.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.24 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 19.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 20.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 21.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 22.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 23.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 24.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 25.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 26.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.13 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 27.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 28.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 29.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 30.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 31.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 32.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.24 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 33.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.63 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 34.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 35.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.02 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 36.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 37.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 38.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 39.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 40.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.02 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.74 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 41.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 42.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 43.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.30 (s), x: -2.60 (m), y: 4.10 (m)
