🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w103.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_103.world <<<<<<<<<<<<<<<<<<
[WARN] [1749765584.756191, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749765610.446985, 0.142000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:46159]
Time: 0.00 (s), x: -1.99 (m), y: 3.10 (m)
Time: 0.10 (s), x: -1.99 (m), y: 3.13 (m)
Time: 0.21 (s), x: -1.99 (m), y: 3.16 (m)
Time: 6.18 (s), x: -3.91 (m), y: 2.06 (m)
Time: 6.28 (s), x: -3.89 (m), y: 2.03 (m)
Time: 6.38 (s), x: -3.88 (m), y: 2.00 (m)
Time: 6.48 (s), x: -3.85 (m), y: 1.98 (m)
Time: 6.58 (s), x: -3.79 (m), y: 1.97 (m)
Time: 6.68 (s), x: -3.72 (m), y: 1.96 (m)
Time: 6.78 (s), x: -3.64 (m), y: 1.95 (m)
Time: 6.88 (s), x: -3.55 (m), y: 1.95 (m)
Time: 6.99 (s), x: -3.46 (m), y: 1.96 (m)
Time: 7.09 (s), x: -3.36 (m), y: 1.98 (m)
Time: 7.19 (s), x: -3.27 (m), y: 2.01 (m)
Time: 7.29 (s), x: -3.19 (m), y: 2.07 (m)
Time: 7.39 (s), x: -3.12 (m), y: 2.14 (m)
Time: 7.49 (s), x: -3.06 (m), y: 2.22 (m)
Time: 7.59 (s), x: -3.01 (m), y: 2.31 (m)
Time: 7.69 (s), x: -2.97 (m), y: 2.41 (m)
Time: 7.79 (s), x: -2.94 (m), y: 2.51 (m)
Time: 7.89 (s), x: -2.92 (m), y: 2.60 (m)
Time: 8.00 (s), x: -2.91 (m), y: 2.70 (m)
Time: 8.10 (s), x: -2.90 (m), y: 2.81 (m)
Time: 8.20 (s), x: -2.91 (m), y: 2.91 (m)
Time: 8.30 (s), x: -2.91 (m), y: 3.01 (m)
Time: 8.40 (s), x: -2.92 (m), y: 3.11 (m)
Time: 8.50 (s), x: -2.93 (m), y: 3.20 (m)
Time: 8.60 (s), x: -2.95 (m), y: 3.29 (m)
Time: 8.70 (s), x: -2.96 (m), y: 3.37 (m)
Time: 8.81 (s), x: -2.97 (m), y: 3.45 (m)
Time: 8.91 (s), x: -2.98 (m), y: 3.52 (m)
Time: 9.01 (s), x: -3.00 (m), y: 3.60 (m)
Time: 9.12 (s), x: -3.02 (m), y: 3.67 (m)
Time: 9.22 (s), x: -3.03 (m), y: 3.73 (m)
Time: 9.33 (s), x: -3.05 (m), y: 3.79 (m)
Time: 9.43 (s), x: -3.06 (m), y: 3.85 (m)
Time: 9.53 (s), x: -3.08 (m), y: 3.90 (m)
Time: 9.64 (s), x: -3.10 (m), y: 3.96 (m)
Time: 9.74 (s), x: -3.11 (m), y: 4.01 (m)
Time: 9.85 (s), x: -3.13 (m), y: 4.05 (m)
Time: 9.95 (s), x: -3.14 (m), y: 4.09 (m)
Time: 10.05 (s), x: -3.15 (m), y: 4.13 (m)
Time: 10.16 (s), x: -3.17 (m), y: 4.17 (m)
Time: 10.27 (s), x: -3.18 (m), y: 4.21 (m)
Time: 10.37 (s), x: -3.20 (m), y: 4.24 (m)
Time: 10.48 (s), x: -3.21 (m), y: 4.28 (m)
Time: 10.58 (s), x: -3.23 (m), y: 4.31 (m)
Time: 10.68 (s), x: -3.24 (m), y: 4.33 (m)
Time: 10.79 (s), x: -3.25 (m), y: 4.36 (m)
Time: 10.89 (s), x: -3.26 (m), y: 4.38 (m)
Time: 11.00 (s), x: -3.28 (m), y: 4.41 (m)
Time: 11.11 (s), x: -3.29 (m), y: 4.44 (m)
Time: 11.21 (s), x: -3.30 (m), y: 4.46 (m)
Time: 11.31 (s), x: -3.31 (m), y: 4.48 (m)
Time: 11.41 (s), x: -3.32 (m), y: 4.49 (m)
Time: 11.52 (s), x: -3.33 (m), y: 4.51 (m)
Time: 11.62 (s), x: -3.34 (m), y: 4.53 (m)
Time: 11.73 (s), x: -3.35 (m), y: 4.55 (m)
Time: 11.83 (s), x: -3.35 (m), y: 4.55 (m)
Time: 11.94 (s), x: -3.36 (m), y: 4.56 (m)
Time: 12.04 (s), x: -3.36 (m), y: 4.56 (m)
Time: 12.15 (s), x: -3.37 (m), y: 4.56 (m)
Time: 12.25 (s), x: -3.37 (m), y: 4.57 (m)
Time: 12.35 (s), x: -3.38 (m), y: 4.59 (m)
Time: 12.46 (s), x: -3.38 (m), y: 4.60 (m)
Time: 12.56 (s), x: -3.39 (m), y: 4.61 (m)
Time: 12.66 (s), x: -3.39 (m), y: 4.62 (m)
Time: 12.76 (s), x: -3.40 (m), y: 4.63 (m)
Time: 12.87 (s), x: -3.41 (m), y: 4.64 (m)
Time: 12.97 (s), x: -3.41 (m), y: 4.65 (m)
Time: 13.07 (s), x: -3.42 (m), y: 4.66 (m)
Time: 13.18 (s), x: -3.43 (m), y: 4.67 (m)
Time: 13.28 (s), x: -3.44 (m), y: 4.68 (m)
Time: 13.38 (s), x: -3.44 (m), y: 4.68 (m)
Time: 13.49 (s), x: -3.44 (m), y: 4.69 (m)
Time: 13.59 (s), x: -3.45 (m), y: 4.69 (m)
Time: 13.69 (s), x: -3.45 (m), y: 4.69 (m)
Time: 13.79 (s), x: -3.45 (m), y: 4.68 (m)
Time: 13.90 (s), x: -3.45 (m), y: 4.68 (m)
Time: 14.00 (s), x: -3.45 (m), y: 4.67 (m)
Time: 14.10 (s), x: -3.46 (m), y: 4.68 (m)
Time: 14.21 (s), x: -3.46 (m), y: 4.69 (m)
Time: 14.31 (s), x: -3.46 (m), y: 4.69 (m)
Time: 14.41 (s), x: -3.47 (m), y: 4.69 (m)
Time: 14.51 (s), x: -3.47 (m), y: 4.69 (m)
Time: 14.61 (s), x: -3.48 (m), y: 4.69 (m)
Time: 14.72 (s), x: -3.48 (m), y: 4.69 (m)
Time: 14.82 (s), x: -3.48 (m), y: 4.70 (m)
Time: 14.93 (s), x: -3.48 (m), y: 4.71 (m)
Time: 15.03 (s), x: -3.48 (m), y: 4.71 (m)
Time: 15.13 (s), x: -3.48 (m), y: 4.71 (m)
Time: 15.24 (s), x: -3.49 (m), y: 4.71 (m)
Time: 15.34 (s), x: -3.49 (m), y: 4.71 (m)
Time: 15.45 (s), x: -3.50 (m), y: 4.72 (m)
Time: 15.56 (s), x: -3.50 (m), y: 4.72 (m)
Time: 15.66 (s), x: -3.51 (m), y: 4.72 (m)
Time: 15.76 (s), x: -3.51 (m), y: 4.72 (m)
Time: 15.87 (s), x: -3.52 (m), y: 4.73 (m)
Time: 15.97 (s), x: -3.52 (m), y: 4.73 (m)
Time: 16.07 (s), x: -3.52 (m), y: 4.73 (m)
Time: 16.17 (s), x: -3.53 (m), y: 4.74 (m)
Time: 16.27 (s), x: -3.53 (m), y: 4.74 (m)
Time: 16.37 (s), x: -3.54 (m), y: 4.74 (m)
Time: 16.48 (s), x: -3.54 (m), y: 4.75 (m)
Time: 16.58 (s), x: -3.55 (m), y: 4.75 (m)
Time: 16.68 (s), x: -3.55 (m), y: 4.75 (m)
Time: 16.79 (s), x: -3.56 (m), y: 4.76 (m)
Time: 16.90 (s), x: -3.56 (m), y: 4.76 (m)
Time: 17.00 (s), x: -3.57 (m), y: 4.76 (m)
Time: 17.10 (s), x: -3.57 (m), y: 4.77 (m)
Time: 17.20 (s), x: -3.57 (m), y: 4.77 (m)
Time: 17.30 (s), x: -3.58 (m), y: 4.78 (m)
Time: 17.40 (s), x: -3.59 (m), y: 4.78 (m)
Time: 17.51 (s), x: -3.59 (m), y: 4.79 (m)
Time: 17.61 (s), x: -3.58 (m), y: 4.79 (m)
Time: 17.71 (s), x: -3.57 (m), y: 4.80 (m)
Time: 17.81 (s), x: -3.55 (m), y: 4.81 (m)
Time: 17.91 (s), x: -3.52 (m), y: 4.83 (m)
Time: 18.01 (s), x: -3.49 (m), y: 4.86 (m)
Time: 18.11 (s), x: -3.47 (m), y: 4.87 (m)
Time: 18.22 (s), x: -3.46 (m), y: 4.88 (m)
Time: 18.32 (s), x: -3.43 (m), y: 4.89 (m)
Time: 18.43 (s), x: -3.41 (m), y: 4.90 (m)
Time: 18.53 (s), x: -3.38 (m), y: 4.90 (m)
Time: 18.63 (s), x: -3.36 (m), y: 4.90 (m)
Time: 18.73 (s), x: -3.34 (m), y: 4.89 (m)
Time: 18.83 (s), x: -3.32 (m), y: 4.89 (m)
Time: 18.93 (s), x: -3.30 (m), y: 4.89 (m)
Time: 19.04 (s), x: -3.28 (m), y: 4.90 (m)
Time: 19.14 (s), x: -3.26 (m), y: 4.91 (m)
Time: 19.25 (s), x: -3.25 (m), y: 4.92 (m)
Time: 19.35 (s), x: -3.24 (m), y: 4.93 (m)
Time: 19.45 (s), x: -3.23 (m), y: 4.93 (m)
Time: 19.56 (s), x: -3.22 (m), y: 4.93 (m)
Time: 19.66 (s), x: -3.22 (m), y: 4.95 (m)
Time: 19.76 (s), x: -3.21 (m), y: 4.96 (m)
Time: 19.87 (s), x: -3.21 (m), y: 4.96 (m)
Time: 19.97 (s), x: -3.21 (m), y: 4.96 (m)
Time: 20.07 (s), x: -3.22 (m), y: 4.95 (m)
Time: 20.17 (s), x: -3.24 (m), y: 4.95 (m)
Time: 20.28 (s), x: -3.25 (m), y: 4.95 (m)
Time: 20.38 (s), x: -3.27 (m), y: 4.95 (m)
Time: 20.48 (s), x: -3.29 (m), y: 4.96 (m)
Time: 20.58 (s), x: -3.31 (m), y: 4.97 (m)
Time: 20.69 (s), x: -3.34 (m), y: 4.98 (m)
Time: 20.79 (s), x: -3.35 (m), y: 5.00 (m)
Time: 20.89 (s), x: -3.37 (m), y: 5.02 (m)
Time: 20.99 (s), x: -3.38 (m), y: 5.04 (m)
Time: 21.09 (s), x: -3.38 (m), y: 5.07 (m)
Time: 21.19 (s), x: -3.37 (m), y: 5.10 (m)
Time: 21.29 (s), x: -3.36 (m), y: 5.11 (m)
Time: 21.39 (s), x: -3.35 (m), y: 5.13 (m)
Time: 21.49 (s), x: -3.34 (m), y: 5.13 (m)
Time: 21.60 (s), x: -3.33 (m), y: 5.14 (m)
Time: 21.70 (s), x: -3.33 (m), y: 5.14 (m)
Time: 21.80 (s), x: -3.32 (m), y: 5.13 (m)
Time: 21.90 (s), x: -3.31 (m), y: 5.13 (m)
Time: 22.00 (s), x: -3.31 (m), y: 5.12 (m)
Time: 22.10 (s), x: -3.30 (m), y: 5.11 (m)
Time: 22.20 (s), x: -3.31 (m), y: 5.11 (m)
Time: 22.30 (s), x: -3.31 (m), y: 5.10 (m)
Time: 22.40 (s), x: -3.31 (m), y: 5.10 (m)
Time: 22.50 (s), x: -3.31 (m), y: 5.09 (m)
Time: 22.60 (s), x: -3.30 (m), y: 5.09 (m)
Time: 22.71 (s), x: -3.29 (m), y: 5.08 (m)
Time: 22.81 (s), x: -3.28 (m), y: 5.08 (m)
Time: 22.91 (s), x: -3.27 (m), y: 5.07 (m)
Time: 23.01 (s), x: -3.26 (m), y: 5.07 (m)
Time: 23.11 (s), x: -3.25 (m), y: 5.06 (m)
Time: 23.21 (s), x: -3.25 (m), y: 5.06 (m)
Time: 23.31 (s), x: -3.24 (m), y: 5.05 (m)
Time: 23.41 (s), x: -3.23 (m), y: 5.05 (m)
Time: 23.51 (s), x: -3.23 (m), y: 5.04 (m)
Time: 23.61 (s), x: -3.22 (m), y: 5.04 (m)
Time: 23.72 (s), x: -3.21 (m), y: 5.03 (m)
Time: 23.82 (s), x: -3.20 (m), y: 5.03 (m)
Time: 23.92 (s), x: -3.20 (m), y: 5.02 (m)
Time: 24.02 (s), x: -3.20 (m), y: 5.02 (m)
Time: 24.12 (s), x: -3.20 (m), y: 5.01 (m)
Time: 24.22 (s), x: -3.20 (m), y: 5.01 (m)
Time: 24.32 (s), x: -3.20 (m), y: 5.00 (m)
Time: 24.43 (s), x: -3.21 (m), y: 5.00 (m)
Time: 24.53 (s), x: -3.21 (m), y: 4.99 (m)
Time: 24.63 (s), x: -3.21 (m), y: 4.99 (m)
Time: 24.73 (s), x: -3.22 (m), y: 4.99 (m)
Time: 24.83 (s), x: -3.23 (m), y: 4.99 (m)
Time: 24.93 (s), x: -3.24 (m), y: 5.00 (m)
Time: 25.03 (s), x: -3.25 (m), y: 5.00 (m)
Time: 25.13 (s), x: -3.26 (m), y: 5.00 (m)
Time: 25.23 (s), x: -3.26 (m), y: 5.00 (m)
Time: 25.33 (s), x: -3.27 (m), y: 5.01 (m)
Time: 25.43 (s), x: -3.28 (m), y: 5.01 (m)
Time: 25.53 (s), x: -3.29 (m), y: 5.01 (m)
Time: 25.63 (s), x: -3.30 (m), y: 5.01 (m)
Time: 25.73 (s), x: -3.30 (m), y: 5.01 (m)
Time: 25.83 (s), x: -3.30 (m), y: 5.01 (m)
Time: 25.93 (s), x: -3.30 (m), y: 5.00 (m)
Time: 26.04 (s), x: -3.30 (m), y: 5.00 (m)
Time: 26.14 (s), x: -3.29 (m), y: 5.00 (m)
Time: 26.24 (s), x: -3.28 (m), y: 5.00 (m)
Time: 26.34 (s), x: -3.27 (m), y: 4.99 (m)
Time: 26.44 (s), x: -3.26 (m), y: 4.99 (m)
Time: 26.54 (s), x: -3.26 (m), y: 4.98 (m)
Time: 26.64 (s), x: -3.25 (m), y: 4.98 (m)
Time: 26.74 (s), x: -3.24 (m), y: 4.98 (m)
Time: 26.84 (s), x: -3.23 (m), y: 4.97 (m)
Time: 26.94 (s), x: -3.22 (m), y: 4.97 (m)
Time: 27.05 (s), x: -3.21 (m), y: 4.97 (m)
Time: 27.15 (s), x: -3.21 (m), y: 4.96 (m)
Time: 27.25 (s), x: -3.22 (m), y: 4.95 (m)
Time: 27.35 (s), x: -3.23 (m), y: 4.93 (m)
Time: 27.45 (s), x: -3.23 (m), y: 4.92 (m)
Time: 27.55 (s), x: -3.23 (m), y: 4.91 (m)
Time: 27.65 (s), x: -3.22 (m), y: 4.90 (m)
Time: 27.75 (s), x: -3.21 (m), y: 4.90 (m)
Time: 27.85 (s), x: -3.20 (m), y: 4.89 (m)
Time: 27.95 (s), x: -3.19 (m), y: 4.88 (m)
Time: 28.06 (s), x: -3.18 (m), y: 4.88 (m)
Time: 28.16 (s), x: -3.16 (m), y: 4.88 (m)
Time: 28.26 (s), x: -3.13 (m), y: 4.88 (m)
Time: 28.36 (s), x: -3.12 (m), y: 4.89 (m)
Time: 28.46 (s), x: -3.10 (m), y: 4.90 (m)
Time: 28.56 (s), x: -3.09 (m), y: 4.91 (m)
Time: 28.66 (s), x: -3.07 (m), y: 4.93 (m)
Time: 28.76 (s), x: -3.07 (m), y: 4.95 (m)
Time: 28.86 (s), x: -3.06 (m), y: 4.97 (m)
Time: 28.97 (s), x: -3.06 (m), y: 4.98 (m)
Time: 29.07 (s), x: -3.06 (m), y: 4.98 (m)
Time: 29.17 (s), x: -3.06 (m), y: 4.97 (m)
Time: 29.27 (s), x: -3.07 (m), y: 4.97 (m)
Time: 29.37 (s), x: -3.07 (m), y: 4.97 (m)
Time: 29.47 (s), x: -3.08 (m), y: 4.96 (m)
Time: 29.57 (s), x: -3.07 (m), y: 4.95 (m)
Time: 29.67 (s), x: -3.07 (m), y: 4.95 (m)
Time: 29.77 (s), x: -3.06 (m), y: 4.94 (m)
Time: 29.87 (s), x: -3.06 (m), y: 4.93 (m)
Time: 29.97 (s), x: -3.06 (m), y: 4.92 (m)
Time: 30.07 (s), x: -3.05 (m), y: 4.92 (m)
Time: 30.17 (s), x: -3.05 (m), y: 4.91 (m)
Time: 30.27 (s), x: -3.05 (m), y: 4.92 (m)
Time: 30.37 (s), x: -3.05 (m), y: 4.93 (m)
Time: 30.47 (s), x: -3.05 (m), y: 4.94 (m)
Time: 30.57 (s), x: -3.05 (m), y: 4.96 (m)
Time: 30.68 (s), x: -3.06 (m), y: 4.97 (m)
Time: 30.78 (s), x: -3.07 (m), y: 4.99 (m)
Time: 30.88 (s), x: -3.07 (m), y: 4.99 (m)
Time: 30.98 (s), x: -3.06 (m), y: 4.98 (m)
Time: 31.08 (s), x: -3.04 (m), y: 4.95 (m)
Time: 31.18 (s), x: -3.03 (m), y: 4.94 (m)
Time: 31.28 (s), x: -3.03 (m), y: 4.94 (m)
Time: 31.38 (s), x: -3.03 (m), y: 4.93 (m)
Time: 31.48 (s), x: -3.03 (m), y: 4.93 (m)
Time: 31.58 (s), x: -3.04 (m), y: 4.92 (m)
Time: 31.68 (s), x: -3.04 (m), y: 4.92 (m)
Time: 31.78 (s), x: -3.04 (m), y: 4.91 (m)
Time: 31.88 (s), x: -3.03 (m), y: 4.91 (m)
Time: 31.98 (s), x: -3.04 (m), y: 4.91 (m)
Time: 32.08 (s), x: -3.05 (m), y: 4.93 (m)
Time: 32.19 (s), x: -3.07 (m), y: 4.95 (m)
Time: 32.29 (s), x: -3.09 (m), y: 4.97 (m)
Time: 32.39 (s), x: -3.10 (m), y: 4.98 (m)
Time: 32.49 (s), x: -3.11 (m), y: 4.99 (m)
Time: 32.59 (s), x: -3.11 (m), y: 4.97 (m)
Time: 32.69 (s), x: -3.10 (m), y: 4.94 (m)
Time: 32.79 (s), x: -3.09 (m), y: 4.93 (m)
Time: 32.89 (s), x: -3.09 (m), y: 4.91 (m)
Time: 32.99 (s), x: -3.09 (m), y: 4.88 (m)
Time: 33.09 (s), x: -3.09 (m), y: 4.86 (m)
Time: 33.19 (s), x: -3.10 (m), y: 4.84 (m)
Time: 33.29 (s), x: -3.10 (m), y: 4.84 (m)
Time: 33.39 (s), x: -3.09 (m), y: 4.85 (m)
Time: 33.49 (s), x: -3.09 (m), y: 4.86 (m)
Time: 33.59 (s), x: -3.08 (m), y: 4.86 (m)
Time: 33.69 (s), x: -3.08 (m), y: 4.86 (m)
Time: 33.79 (s), x: -3.08 (m), y: 4.87 (m)
Time: 33.89 (s), x: -3.07 (m), y: 4.89 (m)
Time: 34.00 (s), x: -3.07 (m), y: 4.91 (m)
Time: 34.10 (s), x: -3.07 (m), y: 4.93 (m)
Time: 34.20 (s), x: -3.08 (m), y: 4.95 (m)
Time: 34.30 (s), x: -3.09 (m), y: 4.97 (m)
Time: 34.40 (s), x: -3.10 (m), y: 4.98 (m)
Time: 34.50 (s), x: -3.11 (m), y: 4.99 (m)
Time: 34.60 (s), x: -3.11 (m), y: 5.00 (m)
Time: 34.70 (s), x: -3.10 (m), y: 5.00 (m)
Time: 34.80 (s), x: -3.07 (m), y: 4.97 (m)
Time: 34.90 (s), x: -3.04 (m), y: 4.94 (m)
Time: 35.00 (s), x: -3.01 (m), y: 4.92 (m)
Time: 35.10 (s), x: -3.00 (m), y: 4.91 (m)
Time: 35.20 (s), x: -2.99 (m), y: 4.90 (m)
Time: 35.30 (s), x: -2.98 (m), y: 4.89 (m)
Time: 35.41 (s), x: -2.97 (m), y: 4.88 (m)
Time: 35.51 (s), x: -2.97 (m), y: 4.88 (m)
Time: 35.61 (s), x: -2.96 (m), y: 4.87 (m)
Time: 35.71 (s), x: -2.96 (m), y: 4.86 (m)
Time: 35.81 (s), x: -2.96 (m), y: 4.86 (m)
Time: 35.91 (s), x: -2.97 (m), y: 4.86 (m)
Time: 36.01 (s), x: -2.97 (m), y: 4.85 (m)
Time: 36.11 (s), x: -2.98 (m), y: 4.86 (m)
Time: 36.21 (s), x: -2.99 (m), y: 4.87 (m)
Time: 36.31 (s), x: -2.99 (m), y: 4.89 (m)
Time: 36.41 (s), x: -3.01 (m), y: 4.91 (m)
Time: 36.51 (s), x: -3.03 (m), y: 4.94 (m)
Time: 36.61 (s), x: -3.04 (m), y: 4.96 (m)
Time: 36.71 (s), x: -3.04 (m), y: 4.96 (m)
Time: 36.81 (s), x: -3.04 (m), y: 4.95 (m)
Time: 36.91 (s), x: -3.04 (m), y: 4.95 (m)
Time: 37.01 (s), x: -3.05 (m), y: 4.95 (m)
Time: 37.11 (s), x: -3.05 (m), y: 4.94 (m)
Time: 37.22 (s), x: -3.06 (m), y: 4.94 (m)
Time: 37.32 (s), x: -3.06 (m), y: 4.94 (m)
Time: 37.42 (s), x: -3.07 (m), y: 4.93 (m)
Time: 37.52 (s), x: -3.07 (m), y: 4.93 (m)
Time: 37.62 (s), x: -3.08 (m), y: 4.93 (m)
Time: 37.72 (s), x: -3.08 (m), y: 4.92 (m)
Time: 37.82 (s), x: -3.08 (m), y: 4.90 (m)
Time: 37.92 (s), x: -3.08 (m), y: 4.89 (m)
Time: 38.02 (s), x: -3.08 (m), y: 4.88 (m)
Time: 38.12 (s), x: -3.07 (m), y: 4.87 (m)
Time: 38.22 (s), x: -3.07 (m), y: 4.87 (m)
Time: 38.33 (s), x: -3.07 (m), y: 4.88 (m)
Time: 38.43 (s), x: -3.08 (m), y: 4.90 (m)
Time: 38.53 (s), x: -3.08 (m), y: 4.92 (m)
Time: 38.63 (s), x: -3.08 (m), y: 4.94 (m)
Time: 38.73 (s), x: -3.09 (m), y: 4.96 (m)
Time: 38.83 (s), x: -3.08 (m), y: 4.98 (m)
Time: 38.93 (s), x: -3.08 (m), y: 5.00 (m)
Time: 39.03 (s), x: -3.10 (m), y: 5.01 (m)
Time: 39.13 (s), x: -3.11 (m), y: 5.03 (m)
Time: 39.23 (s), x: -3.12 (m), y: 5.04 (m)
Time: 39.33 (s), x: -3.14 (m), y: 5.05 (m)
Time: 39.43 (s), x: -3.16 (m), y: 5.06 (m)
Time: 39.53 (s), x: -3.16 (m), y: 5.07 (m)
Time: 39.63 (s), x: -3.15 (m), y: 5.08 (m)
Time: 39.73 (s), x: -3.15 (m), y: 5.08 (m)
Time: 39.83 (s), x: -3.15 (m), y: 5.09 (m)
Time: 39.93 (s), x: -3.16 (m), y: 5.09 (m)
Time: 40.04 (s), x: -3.18 (m), y: 5.09 (m)
Time: 40.14 (s), x: -3.19 (m), y: 5.10 (m)
Time: 40.24 (s), x: -3.20 (m), y: 5.10 (m)
Time: 40.34 (s), x: -3.21 (m), y: 5.10 (m)
Time: 40.44 (s), x: -3.23 (m), y: 5.11 (m)
Time: 40.54 (s), x: -3.24 (m), y: 5.11 (m)
Time: 40.64 (s), x: -3.25 (m), y: 5.11 (m)
Time: 40.74 (s), x: -3.26 (m), y: 5.12 (m)
Time: 40.84 (s), x: -3.27 (m), y: 5.12 (m)
Time: 40.94 (s), x: -3.27 (m), y: 5.12 (m)
Time: 41.04 (s), x: -3.23 (m), y: 5.10 (m)
Time: 41.14 (s), x: -3.18 (m), y: 5.09 (m)
Time: 41.24 (s), x: -3.14 (m), y: 5.07 (m)
Time: 41.34 (s), x: -3.10 (m), y: 5.05 (m)
Time: 41.44 (s), x: -3.05 (m), y: 5.03 (m)
Time: 41.55 (s), x: -3.01 (m), y: 5.02 (m)
Time: 41.65 (s), x: -3.00 (m), y: 5.01 (m)
Time: 41.75 (s), x: -2.96 (m), y: 5.00 (m)
Time: 41.85 (s), x: -2.92 (m), y: 4.98 (m)
Time: 41.95 (s), x: -2.87 (m), y: 4.96 (m)
Time: 42.05 (s), x: -2.83 (m), y: 4.95 (m)
Time: 42.15 (s), x: -2.79 (m), y: 4.93 (m)
Time: 42.25 (s), x: -2.74 (m), y: 4.91 (m)
Time: 42.35 (s), x: -2.71 (m), y: 4.90 (m)
Time: 42.45 (s), x: -2.71 (m), y: 4.90 (m)
Time: 42.55 (s), x: -2.72 (m), y: 4.91 (m)
