Time,X,Y,Path_Length,Collision,Start_Time,End_Time,AT
1.46,0.0,0.0,0.0,0,0,0,
1.46,0.0,0.0,0.0,0,0,0,
1.46,0.0,0.0,0.0,0,0,0,
1.5,0.0,0.0,0.0,0,0,0,
1.5,0.0,0.0,0.0,0,0,0,
1.52,0.0,0.0,0.0,0,0,0,
1.54,0.0,0.0,0.0,0,0,0,
1.58,0.0,0.0,0.0,0,0,0,
1.58,0.0,0.0,0.0,0,0,0,
1.63,0.0,0.0,0.0,0,0,0,
1.63,0.0,0.0,0.0,0,0,0,
1.67,0.0,0.0,0.0,0,0,0,
1.67,0.0,0.0,0.0,0,0,0,
1.72,0.0,0.0,0.0,0,0,0,
1.72,0.0,0.0,0.0,0,0,0,
1.76,0.0,0.0,0.0,0,0,0,
1.76,0.0,0.0,0.0,0,0,0,
1.81,0.0,0.0,0.0,0,0,0,
1.81,0.0,0.0,0.0,0,0,0,
1.81,0.0,0.0,0.0,0,0,0,
1.85,0.0,0.0,0.0,0,0,0,
1.85,0.0,0.0,0.0,0,0,0,
1.86,0.0,0.0,0.0,0,0,0,
1.88,0.0,0.0,0.0,0,0,0,
1.92,0.0,0.0,0.0,0,0,0,
1.92,0.0,0.0,0.0,0,0,0,
1.97,0.0,0.0,0.0,0,0,0,
1.97,0.0,0.0,0.0,0,0,0,
2.01,0.0,0.0,0.0,0,0,0,
2.01,0.0,0.0,0.0,0,0,0,
2.05,0.0,0.0,0.0,0,0,0,
2.05,0.0,0.0,0.0,0,0,0,
2.1,0.0,0.0,0.0,0,0,0,
2.1,0.0,0.0,0.0,0,0,0,
2.15,0.0,0.0,0.0,0,0,0,
2.15,0.0,0.0,0.0,0,0,0,
2.15,0.0,0.0,0.0,0,0,0,
2.19,0.0,0.0,0.0,0,0,0,
2.19,0.0,0.0,0.0,0,0,0,
2.2,0.0,0.0,0.0,0,0,0,
2.22,0.0,0.0,0.0,0,0,0,
2.26,0.0,0.0,0.0,0,0,0,
2.26,0.0,0.0,0.0,0,0,0,
2.31,0.0,0.0,0.0,0,0,0,
2.31,0.0,0.0,0.0,0,0,0,
2.36,0.0,0.0,0.0,0,0,0,
2.36,0.0,0.0,0.0,0,0,0,
2.4,0.0,0.0,0.0,0,0,0,
2.4,0.0,0.0,0.0,0,0,0,
2.4,0.0,0.0,0.0,0,0,0,
2.45,0.0,0.0,0.0,0,0,0,
2.45,0.0,0.0,0.0,0,0,0,
2.46,0.0,0.0,0.0,0,0,0,
2.48,0.0,0.0,0.0,0,0,0,
2.52,0.0,0.0,0.0,0,0,0,
2.52,0.0,0.0,0.0,0,0,0,
2.57,0.0,0.0,0.0,0,0,0,
2.57,0.0,0.0,0.0,0,0,0,
2.61,0.0,0.0,0.0,0,0,0,
2.61,0.0,0.0,0.0,0,0,0,
2.65,0.0,0.0,0.0,0,0,0,
2.65,0.0,0.0,0.0,0,0,0,
2.7,0.0,0.0,0.0,0,0,0,
2.7,0.0,0.0,0.0,0,0,0,
2.74,0.0,0.0,0.0,0,0,0,
2.74,-0.0,0.0,0.0,0,0,0,
2.74,-0.0,0.0,0.0,0,0,0,
2.79,-0.0,0.0,0.0,0,0,0,
2.79,-0.0,0.0,0.0,0,0,0,
2.8,-0.0,0.0,0.0,0,0,0,
2.82,-0.0,0.0,0.0,0,0,0,
2.87,-0.0,0.0,0.0,0,0,0,
2.87,-0.0,0.0,0.0,0,0,0,
2.91,-0.0,0.0,0.0,0,0,0,
2.91,-0.0,0.0,0.0,0,0,0,
2.96,-0.0,0.0,0.0,0,0,0,
2.96,-0.0,0.0,0.0,0,0,0,
3.0,-0.0,0.0,0.0,0,0,0,
3.0,-0.0,0.0,0.0,0,0,0,
3.04,-0.0,0.0,0.0,0,0,0,
3.04,-0.0,0.0,0.0,0,0,0,
3.04,-0.0,0.0,0.0,0,0,0,
3.08,-0.0,0.0,0.0,0,0,0,
3.08,-0.0,0.0,0.0,0,0,0,
3.1,-0.0,0.0,0.0,0,0,0,
3.12,-0.0,0.0,0.0,0,0,0,
3.17,-0.0,0.0,0.0,0,0,0,
3.17,-0.0,0.0,0.0,0,0,0,
3.21,-0.0,0.0,0.0,0,0,0,
3.21,-0.0,0.0,0.0,0,0,0,
3.25,-0.0,0.0,0.0,0,0,0,
3.26,-0.0,0.0,0.0,0,0,0,
3.3,-0.0,0.0,0.0,0,0,0,
3.3,-0.0,0.0,0.0,0,0,0,
3.34,-0.0,0.0,0.0,0,0,0,
3.34,-0.0,0.0,0.0,0,0,0,
3.38,-0.0,0.0,0.0,0,0,0,
3.38,-0.0,0.0,0.0,0,0,0,
3.38,-0.0,0.0,0.0,0,0,0,
3.43,-0.0,0.0,0.0,0,0,0,
3.43,-0.0,0.0,0.0,0,0,0,
3.44,-0.0,0.0,0.0,0,0,0,
3.46,-0.0,0.0,0.0,0,0,0,
3.5,-0.0,0.0,0.0,0,0,0,
3.5,-0.0,0.0,0.0,0,0,0,
3.55,-0.0,0.0,0.0,0,0,0,
3.55,-0.0,0.0,0.0,0,0,0,
3.59,-0.0,0.0,0.0,0,0,0,
3.59,-0.0,0.0,0.0,0,0,0,
3.64,-0.0,0.0,0.0,0,0,0,
3.64,-0.0,0.0,0.0,0,0,0,
3.68,-0.0,0.0,0.0,0,0,0,
3.68,-0.0,0.0,0.0,0,0,0,
3.73,-0.0,0.0,0.0,0,0,0,
3.73,-0.0,0.0,0.0,0,0,0,
3.73,-0.0,0.0,0.0,0,0,0,
3.77,-0.0,0.0,0.0,0,0,0,
3.77,-0.0,0.0,0.0,0,0,0,
3.78,-0.0,0.0,0.0,0,0,0,
3.8,-0.0,0.0,0.0,0,0,0,
3.84,-0.0,0.0,0.0,0,0,0,
3.84,-0.0,0.0,0.0,0,0,0,
3.89,-0.0,0.0,0.0,0,0,0,
3.89,-0.0,0.0,0.0,0,0,0,
3.93,-0.0,0.0,0.0,0,0,0,
3.93,-0.0,0.0,0.0,0,0,0,
3.98,-0.0,0.0,0.0,0,0,0,
3.98,-0.0,0.0,0.0,0,0,0,
4.03,-0.0,0.0,0.0,0,0,0,
4.03,-0.0,0.0,0.0,0,0,0,
4.03,-0.0,0.0,0.0,0,0,0,
4.07,-0.0,0.0,0.0,0,0,0,
4.07,-0.0,0.0,0.0,0,0,0,
4.08,-0.0,0.0,0.0,0,0,0,
4.1,-0.0,0.0,0.0,0,0,0,
4.14,-0.0,0.0,0.0,0,0,0,
4.14,-0.0,0.0,0.0,0,0,0,
4.18,-0.0,0.0,0.0,0,0,0,
4.18,-0.0,0.0,0.0,0,0,0,
4.23,-0.0,0.0,0.0,0,0,0,
4.23,-0.0,0.0,0.0,0,0,0,
4.27,-0.0,0.0,0.0,0,0,0,
4.27,-0.0,0.0,0.0,0,0,0,
4.3,-0.0,0.0,0.0,0,0,0,
4.31,-0.0,0.0,0.0,0,0,0,
4.36,-0.0,0.0,0.0,0,0,0,
4.36,-0.0,0.0,0.0,0,0,0,
4.4,-0.0,0.0,0.0,0,0,0,
4.4,-0.0,0.0,0.0,0,0,0,
4.4,-0.0,0.0,0.0,0,0,0,
4.45,-0.0,0.0,0.0,0,0,0,
4.45,-0.0,0.0,0.0,0,0,0,
4.46,-0.0,0.0,0.0,0,0,0,
4.48,-0.0,0.0,0.0,0,0,0,
4.52,-0.0,0.0,0.0,0,0,0,
4.57,-0.0,0.0,0.0,0,0,0,
4.57,-0.0,0.0,0.0,0,0,0,
4.57,-0.0,0.0,0.0,0,0,0,
4.61,-0.0,0.0,0.0,0,0,0,
4.61,-0.0,0.0,0.0,0,0,0,
4.62,-0.0,0.0,0.0,0,0,0,
4.64,-0.0,0.0,0.0,0,0,0,
4.69,-0.0,0.0,0.0,0,0,0,
4.69,-0.0,0.0,0.0,0,0,0,
4.73,-0.0,0.0,0.0,0,0,0,
4.73,-0.0,0.0,0.0,0,0,0,
4.77,-0.0,0.0,0.0,0,0,0,
4.77,-0.0,0.0,0.0,0,0,0,
4.82,-0.0,0.0,0.0,0,0,0,
4.82,-0.0,0.0,0.0,0,0,0,
4.86,-0.0,0.0,0.0,0,0,0,
4.86,-0.0,0.0,0.0,0,0,0,
4.9,-0.0,0.0,0.0,0,0,0,
4.9,-0.0,0.0,0.0,0,0,0,
4.94,-0.0,0.0,0.0,0,0,0,
4.94,-0.0,0.0,0.0,0,0,0,
4.98,-0.0,0.0,0.0,0,0,0,
4.98,-0.0,0.0,0.0,0,0,0,
5.02,-0.0,0.0,0.0,0,0,0,
5.02,-0.0,0.0,0.0,0,0,0,
5.05,-0.0,0.0,0.0,0,0,0,
5.05,-0.0,0.0,0.0,0,0,0,
5.09,-0.0,0.0,0.0,0,0,0,
5.09,-0.0,0.0,0.0,0,0,0,
5.12,-0.0,0.0,0.0,0,0,0,
5.12,-0.0,0.0,0.0,0,0,0,
5.16,-0.0,0.0,0.0,0,0,0,
5.19,-0.0,0.0,0.0,0,0,0,
5.19,-0.0,0.0,0.0,0,0,0,
5.23,-0.0,0.01,0.01,0,0,0,
5.23,-0.0,0.01,0.01,0,0,0,
5.26,-0.0,0.03,0.03,0,0,0,
5.27,-0.0,0.04,0.04,0,0,0,
5.3,-0.0,0.05,0.05,0,0,0,
5.34,-0.0,0.06,0.06,0,0,0,
5.34,-0.0,0.07,0.07,0,0,0,
5.37,-0.0,0.08,0.08,0,0,0,
5.37,-0.0,0.09,0.09,0,0,0,
5.41,-0.0,0.1,0.1,0,0,0,
5.41,-0.0,0.11,0.11,0,0,0,
5.44,-0.0,0.12,0.12,0,0,0,
5.44,-0.0,0.13,0.13,0,0,0,
5.47,-0.0,0.14,0.14,0,0,0,
5.51,-0.0,0.15,0.15,0,0,0,
5.51,-0.0,0.16,0.16,0,0,0,
5.55,-0.0,0.17,0.17,0,0,0,
5.55,-0.0,0.18,0.18,0,0,0,
5.59,-0.0,0.19,0.19,0,0,0,
5.59,-0.0,0.2,0.2,0,0,0,
5.63,-0.0,0.21,0.21,0,0,0,
5.63,-0.0,0.22,0.22,0,0,0,
5.67,-0.0,0.23,0.23,0,0,0,
5.67,-0.01,0.24,0.24,0,0,0,
5.71,-0.01,0.25,0.25,0,0,0,
5.71,-0.01,0.26,0.26,0,0,0,
5.75,-0.01,0.27,0.27,0,0,0,
5.75,-0.01,0.28,0.28,0,0,0,
5.79,-0.01,0.29,0.29,0,0,0,
5.79,-0.01,0.3,0.3,0,0,0,
5.82,-0.01,0.31,0.31,0,0,0,
5.82,-0.01,0.32,0.32,0,0,0,
5.86,-0.01,0.33,0.33,0,0,0,
5.9,-0.01,0.34,0.34,0,0,0,
5.9,-0.01,0.35,0.35,0,0,0,
5.93,-0.01,0.36,0.36,0,0,0,
5.93,-0.02,0.37,0.37,0,0,0,
5.97,-0.02,0.38,0.38,0,0,0,
5.97,-0.02,0.39,0.39,0,0,0,
6.01,-0.02,0.4,0.4,0,0,0,
6.01,-0.02,0.41,0.41,0,0,0,
6.05,-0.02,0.42,0.42,0,0,0,
6.05,-0.02,0.43,0.43,0,0,0,
6.09,-0.02,0.44,0.44,0,0,0,
6.09,-0.03,0.45,0.45,0,0,0,
6.12,-0.03,0.46,0.46,0,0,0,
6.12,-0.03,0.47,0.47,0,0,0,
6.16,-0.03,0.48,0.48,0,0,0,
6.17,-0.03,0.49,0.49,0,0,0,
6.2,-0.03,0.5,0.5,0,0,0,
6.2,-0.03,0.51,0.51,0,0,0,
6.24,-0.04,0.52,0.52,0,0,0,
6.28,-0.04,0.53,0.53,0,0,0,
6.28,-0.04,0.54,0.54,0,0,0,
6.32,-0.04,0.55,0.55,0,0,0,
6.32,-0.04,0.56,0.56,0,0,0,
6.36,-0.04,0.57,0.57,0,0,0,
6.36,-0.04,0.58,0.58,0,0,0,
6.4,-0.05,0.59,0.59,0,0,0,
6.4,-0.05,0.6,0.6,0,0,0,
6.43,-0.05,0.61,0.61,0,0,0,
6.44,-0.05,0.62,0.62,0,0,0,
6.47,-0.05,0.63,0.63,0,0,0,
6.47,-0.05,0.64,0.64,0,0,0,
6.51,-0.06,0.65,0.65,0,0,0,
6.51,-0.06,0.66,0.66,0,0,0,
6.54,-0.06,0.67,0.67,0,0,0,
6.55,-0.06,0.68,0.68,0,0,0,
6.58,-0.06,0.69,0.69,0,0,0,
6.58,-0.06,0.7,0.7,0,0,0,
6.61,-0.07,0.7,0.71,0,0,0,
6.62,-0.07,0.71,0.72,0,0,0,
6.65,-0.07,0.72,0.73,0,0,0,
6.69,-0.07,0.73,0.74,0,0,0,
6.69,-0.07,0.74,0.75,0,0,0,
6.72,-0.08,0.75,0.76,0,0,0,
6.72,-0.08,0.76,0.77,0,0,0,
6.76,-0.08,0.77,0.78,0,0,0,
6.76,-0.08,0.78,0.79,0,0,0,
6.8,-0.08,0.79,0.8,0,0,0,
6.8,-0.08,0.8,0.81,0,0,0,
6.84,-0.09,0.81,0.82,0,0,0,
6.84,-0.09,0.82,0.83,0,0,0,
6.88,-0.09,0.83,0.84,0,0,0,
6.92,-0.09,0.84,0.85,0,0,0,
6.92,-0.09,0.85,0.86,0,0,0,
6.95,-0.1,0.86,0.87,0,0,0,
6.95,-0.1,0.87,0.88,0,0,0,
6.99,-0.1,0.88,0.89,0,0,0,
6.99,-0.1,0.89,0.9,0,0,0,
7.02,-0.1,0.9,0.91,0,0,0,
7.02,-0.11,0.91,0.92,0,0,0,
7.06,-0.11,0.92,0.93,0,0,0,
7.06,-0.11,0.93,0.94,0,0,0,
7.1,-0.11,0.94,0.95,0,0,0,
7.1,-0.11,0.95,0.96,0,0,0,
7.13,-0.12,0.96,0.97,0,0,0,
7.17,-0.12,0.97,0.98,0,0,0,
7.17,-0.12,0.98,0.99,0,0,0,
7.21,-0.12,0.99,1.0,0,0,0,
7.21,-0.12,1.0,1.01,0,0,0,
7.24,-0.13,1.01,1.02,0,0,0,
7.24,-0.13,1.02,1.03,0,0,0,
7.29,-0.13,1.03,1.04,0,0,0,
7.29,-0.13,1.04,1.05,0,0,0,
7.32,-0.14,1.05,1.06,0,0,0,
7.32,-0.14,1.06,1.07,0,0,0,
7.36,-0.14,1.07,1.08,0,0,0,
7.36,-0.14,1.08,1.09,0,0,0,
7.39,-0.15,1.09,1.1,0,0,0,
7.42,-0.15,1.1,1.11,0,0,0,
7.42,-0.15,1.11,1.12,0,0,0,
7.45,-0.15,1.12,1.13,0,0,0,
7.46,-0.15,1.13,1.14,0,0,0,
7.5,-0.16,1.14,1.15,0,0,0,
7.53,-0.16,1.15,1.16,0,0,0,
7.53,-0.16,1.16,1.17,0,0,0,
7.57,-0.16,1.16,1.18,0,0,0,
7.57,-0.17,1.17,1.19,0,0,0,
7.61,-0.17,1.18,1.2,0,0,0,
7.61,-0.17,1.19,1.21,0,0,0,
7.64,-0.17,1.2,1.22,0,0,0,
7.64,-0.17,1.21,1.22,0,0,0,
7.68,-0.18,1.22,1.23,0,0,0,
7.68,-0.18,1.22,1.24,0,0,0,
7.72,-0.18,1.23,1.25,0,0,0,
7.74,-0.18,1.24,1.26,0,0,0,
7.78,-0.18,1.25,1.27,0,0,0,
7.78,-0.19,1.26,1.27,0,0,0,
7.82,-0.19,1.26,1.28,0,0,0,
7.82,-0.19,1.27,1.29,0,0,0,
7.82,-0.19,1.28,1.3,0,0,0,
7.85,-0.2,1.29,1.31,0,0,0,
7.86,-0.2,1.3,1.32,0,0,0,
7.9,-0.2,1.31,1.32,0,0,0,
7.9,-0.2,1.31,1.33,0,0,0,
7.94,-0.2,1.32,1.34,0,0,0,
7.94,-0.21,1.33,1.35,0,0,0,
7.98,-0.21,1.33,1.35,0,0,0,
7.98,-0.21,1.34,1.36,0,0,0,
8.01,-0.21,1.35,1.37,0,0,0,
8.02,-0.21,1.35,1.37,0,0,0,
8.06,-0.21,1.36,1.38,0,0,0,
8.1,-0.22,1.37,1.39,0,0,0,
8.1,-0.22,1.37,1.39,0,0,0,
8.13,-0.22,1.38,1.4,0,0,0,
8.13,-0.22,1.39,1.41,0,0,0,
8.18,-0.22,1.39,1.41,0,0,0,
8.18,-0.23,1.4,1.42,0,0,0,
8.21,-0.23,1.41,1.43,0,0,0,
8.21,-0.23,1.41,1.44,0,0,0,
8.25,-0.23,1.42,1.44,0,0,0,
8.25,-0.23,1.42,1.45,0,0,0,
8.28,-0.23,1.43,1.46,0,0,0,
8.29,-0.24,1.44,1.46,0,0,0,
8.32,-0.24,1.44,1.47,0,0,0,
8.32,-0.24,1.45,1.48,0,0,0,
8.36,-0.24,1.46,1.48,0,0,0,
8.4,-0.24,1.46,1.49,0,0,0,
8.4,-0.25,1.47,1.5,0,0,0,
8.4,-0.25,1.48,1.5,0,0,0,
8.45,-0.25,1.48,1.51,0,0,0,
8.45,-0.25,1.49,1.51,0,0,0,
8.46,-0.25,1.49,1.52,0,0,0,
8.48,-0.25,1.5,1.53,0,0,0,
8.52,-0.26,1.51,1.53,0,0,0,
8.56,-0.26,1.51,1.54,0,0,0,
8.56,-0.26,1.51,1.54,0,0,0,
8.6,-0.26,1.52,1.55,0,0,0,
8.6,-0.26,1.52,1.55,0,0,0,
8.64,-0.26,1.53,1.56,0,0,0,
8.64,-0.26,1.53,1.56,0,0,0,
8.67,-0.27,1.54,1.57,0,0,0,
8.67,-0.27,1.54,1.57,0,0,0,
8.71,-0.27,1.55,1.58,0,0,0,
8.71,-0.27,1.55,1.58,0,0,0,
8.75,-0.27,1.56,1.59,0,0,0,
8.75,-0.27,1.56,1.59,0,0,0,
8.79,-0.28,1.57,1.6,0,0,0,
8.79,-0.28,1.57,1.6,0,0,0,
8.82,-0.28,1.58,1.61,0,0,0,
8.82,-0.28,1.58,1.61,0,0,0,
8.86,-0.28,1.59,1.62,0,0,0,
8.86,-0.28,1.59,1.62,0,0,0,
8.9,-0.29,1.6,1.63,0,0,0,
8.91,-0.29,1.6,1.64,0,0,0,
8.95,-0.29,1.61,1.64,0,0,0,
8.95,-0.29,1.61,1.65,0,0,0,
8.98,-0.29,1.62,1.65,0,0,0,
8.98,-0.29,1.62,1.66,0,0,0,
9.01,-0.3,1.63,1.66,0,0,0,
9.05,-0.3,1.63,1.67,0,0,0,
9.05,-0.3,1.64,1.67,0,0,0,
9.09,-0.3,1.64,1.67,0,0,0,
9.09,-0.3,1.64,1.68,0,0,0,
9.13,-0.3,1.65,1.68,0,0,0,
9.13,-0.3,1.65,1.68,0,0,0,
9.16,-0.3,1.65,1.69,0,0,0,
9.16,-0.31,1.66,1.69,0,0,0,
9.2,-0.31,1.66,1.69,0,0,0,
9.2,-0.31,1.66,1.7,0,0,0,
9.24,-0.31,1.67,1.7,0,0,0,
9.28,-0.31,1.67,1.71,0,0,0,
9.28,-0.31,1.67,1.71,0,0,0,
9.31,-0.31,1.68,1.71,0,0,0,
9.32,-0.31,1.68,1.72,0,0,0,
9.35,-0.31,1.68,1.72,0,0,0,
9.35,-0.32,1.69,1.72,0,0,0,
9.39,-0.32,1.69,1.73,0,0,0,
9.39,-0.32,1.69,1.73,0,0,0,
9.43,-0.32,1.7,1.73,0,0,0,
9.43,-0.32,1.7,1.74,0,0,0,
9.47,-0.32,1.7,1.74,0,0,0,
9.47,-0.32,1.71,1.75,0,0,0,
9.5,-0.32,1.71,1.75,0,0,0,
9.5,-0.33,1.71,1.75,0,0,0,
9.54,-0.33,1.72,1.76,0,0,0,
9.54,-0.33,1.72,1.76,0,0,0,
9.58,-0.33,1.73,1.76,0,0,0,
9.58,-0.33,1.73,1.77,0,0,0,
9.62,-0.33,1.73,1.77,0,0,0,
9.62,-0.33,1.73,1.77,0,0,0,
9.66,-0.33,1.74,1.78,0,0,0,
12.08,-0.44,1.99,0.0,0,0,0,
12.1,-0.44,1.99,0.0,0,0,0,
12.12,-0.44,1.99,0.0,0,0,0,
12.14,-0.44,1.99,0.0,0,0,0,
12.16,-0.44,1.99,0.0,0,0,0,
12.18,-0.44,1.99,0.0,0,0,0,
12.21,-0.44,1.99,0.01,0,0,0,
12.22,-0.44,1.99,0.01,0,0,0,
12.24,-0.45,2.0,0.01,0,0,0,
12.28,-0.44,2.0,0.01,0,0,0,
12.32,-0.45,2.0,0.01,0,0,0,
12.32,-0.44,2.0,0.01,0,0,0,
12.36,-0.45,2.0,0.01,0,0,0,
12.36,-0.44,2.0,0.01,0,0,0,
12.4,-0.44,2.0,0.01,0,0,0,
12.4,-0.44,2.0,0.01,0,0,0,
12.44,-0.44,2.0,0.01,0,0,0,
12.44,-0.45,2.0,0.02,0,0,0,
12.47,-0.45,2.0,0.02,0,0,0,
12.47,-0.45,2.0,0.02,0,0,0,
12.51,-0.45,2.0,0.02,0,0,0,
12.51,-0.45,2.0,0.02,0,0,0,
12.55,-0.45,2.0,0.02,0,0,0,
12.55,-0.45,2.0,0.02,0,0,0,
12.59,-0.45,2.0,0.02,0,0,0,
12.59,-0.45,2.0,0.02,0,0,0,
12.62,-0.45,2.0,0.02,0,0,0,
12.62,-0.45,2.0,0.02,0,0,0,
12.66,-0.45,2.0,0.02,0,0,0,
12.7,-0.45,2.0,0.02,0,0,0,
12.7,-0.45,2.0,0.02,0,0,0,
12.74,-0.45,2.0,0.02,0,0,0,
12.74,-0.45,2.0,0.02,0,0,0,
12.78,-0.45,2.0,0.02,0,0,0,
12.78,-0.45,2.0,0.02,0,0,0,
12.81,-0.45,2.0,0.02,0,0,0,
12.81,-0.45,2.0,0.02,0,0,0,
12.84,-0.45,2.0,0.02,0,0,0,
12.85,-0.45,2.0,0.02,0,0,0,
12.89,-0.45,2.0,0.02,0,0,0,
12.89,-0.45,2.0,0.02,0,0,0,
12.92,-0.45,2.0,0.02,0,0,0,
12.92,-0.45,2.0,0.02,0,0,0,
12.96,-0.45,2.0,0.02,0,0,0,
12.96,-0.45,2.0,0.02,0,0,0,
13.0,-0.45,2.0,0.02,0,0,0,
13.04,-0.45,2.0,0.02,0,0,0,
13.04,-0.45,2.0,0.02,0,0,0,
13.07,-0.45,2.0,0.02,0,0,0,
13.07,-0.45,2.0,0.02,0,0,0,
13.11,-0.45,2.0,0.02,0,0,0,
13.11,-0.45,2.0,0.02,0,0,0,
13.15,-0.45,2.0,0.02,0,0,0,
13.15,-0.45,2.0,0.02,0,0,0,
13.19,-0.45,2.0,0.02,0,0,0,
13.19,-0.45,2.0,0.02,0,0,0,
13.22,-0.45,2.0,0.02,0,0,0,
13.22,-0.45,2.0,0.02,0,0,0,
13.26,-0.45,2.0,0.02,0,0,0,
13.26,-0.45,2.0,0.02,0,0,0,
13.3,-0.45,2.0,0.02,0,0,0,
13.3,-0.45,2.0,0.02,0,0,0,
13.34,-0.45,2.0,0.02,0,0,0,
13.34,-0.45,2.0,0.02,0,0,0,
13.37,-0.45,2.0,0.02,0,0,0,
13.41,-0.45,2.0,0.02,0,0,0,
13.41,-0.45,2.0,0.02,0,0,0,
13.44,-0.45,2.0,0.02,0,0,0,
13.44,-0.45,2.0,0.02,0,0,0,
13.48,-0.45,2.0,0.02,0,0,0,
13.51,-0.45,2.0,0.02,0,0,0,
13.51,-0.45,2.0,0.02,0,0,0,
13.55,-0.45,2.0,0.02,0,0,0,
13.55,-0.45,2.0,0.02,0,0,0,
13.59,-0.45,2.0,0.02,0,0,0,
13.59,-0.45,2.0,0.02,0,0,0,
13.63,-0.45,2.0,0.02,0,0,0,
13.63,-0.45,2.0,0.02,0,0,0,
13.67,-0.45,2.0,0.02,0,0,0,
13.67,-0.45,2.0,0.02,0,0,0,
13.7,-0.45,2.0,0.02,0,0,0,
13.7,-0.45,2.0,0.02,0,0,0,
13.74,-0.45,2.0,0.02,0,0,0,
13.74,-0.45,2.0,0.02,0,0,0,
13.78,-0.45,2.0,0.02,0,0,0,
13.82,-0.45,2.0,0.02,0,0,0,
13.82,-0.45,2.0,0.02,0,0,0,
13.86,-0.45,2.0,0.02,0,0,0,
13.86,-0.45,2.0,0.02,0,0,0,
13.89,-0.45,2.0,0.02,0,0,0,
13.89,-0.45,2.0,0.02,0,0,0,
13.93,-0.45,2.0,0.02,0,0,0,
13.94,-0.45,2.0,0.02,0,0,0,
13.97,-0.45,2.0,0.02,0,0,0,
13.97,-0.45,2.0,0.02,0,0,0,
14.01,-0.45,2.0,0.02,0,0,0,
14.01,-0.45,2.0,0.02,0,0,0,
14.05,-0.45,2.0,0.02,0,0,0,
14.05,-0.45,2.0,0.02,0,0,0,
14.09,-0.45,2.0,0.02,0,0,0,
14.1,-0.45,2.0,0.02,0,0,0,
14.13,-0.45,2.0,0.02,0,0,0,
14.13,-0.45,2.0,0.02,0,0,0,
14.17,-0.45,2.0,0.02,0,0,0,
14.17,-0.45,2.0,0.02,0,0,0,
14.21,-0.45,2.0,0.02,0,0,0,
14.21,-0.45,2.0,0.02,0,0,0,
14.24,-0.45,2.0,0.02,0,0,0,
14.24,-0.45,2.0,0.02,0,0,0,
14.29,-0.45,2.0,0.02,0,0,0,
14.29,-0.45,2.0,0.02,0,0,0,
14.32,-0.45,2.0,0.02,0,0,0,
14.32,-0.45,2.0,0.02,0,0,0,
14.36,-0.45,2.0,0.02,0,0,0,
14.36,-0.45,2.0,0.02,0,0,0,
14.39,-0.45,2.0,0.02,0,0,0,
14.43,-0.45,2.0,0.02,0,0,0,
14.43,-0.45,2.0,0.02,0,0,0,
14.47,-0.45,2.0,0.02,0,0,0,
14.47,-0.45,2.0,0.02,0,0,0,
14.51,-0.45,2.0,0.02,0,0,0,
14.51,-0.45,2.0,0.02,0,0,0,
14.54,-0.45,2.0,0.02,0,0,0,
14.54,-0.45,2.0,0.02,0,0,0,
14.59,-0.45,2.0,0.02,0,0,0,
