🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w195.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_195.world <<<<<<<<<<<<<<<<<<
[WARN] [1750040091.513122, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1750040113.867954, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:46665]
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.13 (m)
Time: 0.21 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.20 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.30 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.41 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.52 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.62 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.72 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.82 (s), x: -1.99 (m), y: 3.14 (m)
Time: 6.92 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.03 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.13 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.23 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.34 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.44 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.55 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.65 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.75 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.86 (s), x: -1.99 (m), y: 3.14 (m)
Time: 7.96 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.07 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.17 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.27 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.38 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.48 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.58 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.68 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.79 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.89 (s), x: -1.99 (m), y: 3.14 (m)
Time: 8.99 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.10 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.20 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.31 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.41 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.51 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.61 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.71 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.82 (s), x: -1.99 (m), y: 3.14 (m)
Time: 9.92 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.03 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.13 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.23 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.33 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.44 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.54 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.64 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.74 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.84 (s), x: -1.99 (m), y: 3.14 (m)
Time: 10.95 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.05 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.15 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.26 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.36 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.46 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.57 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.67 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.78 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.88 (s), x: -1.99 (m), y: 3.14 (m)
Time: 11.98 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.09 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.19 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.29 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.39 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.50 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.60 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.70 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.80 (s), x: -1.99 (m), y: 3.14 (m)
Time: 12.90 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.00 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.11 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.21 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.31 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.41 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.51 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.61 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.71 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.82 (s), x: -1.99 (m), y: 3.14 (m)
Time: 13.92 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.02 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.12 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.22 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.32 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.42 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.52 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.62 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.72 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.83 (s), x: -1.99 (m), y: 3.14 (m)
Time: 14.93 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.03 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.13 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.23 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.33 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.43 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.53 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.63 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.73 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.84 (s), x: -1.99 (m), y: 3.14 (m)
Time: 15.94 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.04 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.14 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.24 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.34 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.44 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.54 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.64 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.74 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.84 (s), x: -1.99 (m), y: 3.14 (m)
Time: 16.94 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.04 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.14 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.25 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.35 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.45 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.55 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.65 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.75 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.85 (s), x: -1.99 (m), y: 3.14 (m)
Time: 17.95 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.05 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.15 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.25 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.36 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.46 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.56 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.66 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.76 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.86 (s), x: -1.99 (m), y: 3.14 (m)
Time: 18.96 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.06 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.16 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.27 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.37 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.47 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.57 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.67 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.77 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.87 (s), x: -1.99 (m), y: 3.14 (m)
Time: 19.97 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.07 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.18 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.28 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.38 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.48 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.58 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.68 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.78 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.88 (s), x: -1.99 (m), y: 3.14 (m)
Time: 20.98 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.08 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.18 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.28 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.38 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.49 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.59 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.69 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.79 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.89 (s), x: -1.99 (m), y: 3.14 (m)
Time: 21.99 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.09 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.19 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.29 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.40 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.50 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.60 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.70 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.80 (s), x: -1.99 (m), y: 3.14 (m)
Time: 22.90 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.00 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.10 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.20 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.30 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.40 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.50 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.61 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.71 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.81 (s), x: -1.99 (m), y: 3.14 (m)
Time: 23.91 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.01 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.11 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.21 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.31 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.41 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.51 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.61 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.71 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.82 (s), x: -1.99 (m), y: 3.14 (m)
Time: 24.92 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.02 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.12 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.22 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.32 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.42 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.52 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.62 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.73 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.83 (s), x: -1.99 (m), y: 3.14 (m)
Time: 25.93 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.03 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.13 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.23 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.33 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.43 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.53 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.63 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.74 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.84 (s), x: -1.99 (m), y: 3.14 (m)
Time: 26.94 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.04 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.14 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.24 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.34 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.44 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.54 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.64 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.75 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.85 (s), x: -1.99 (m), y: 3.14 (m)
Time: 27.95 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.05 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.15 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.25 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.35 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.45 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.55 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.65 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.75 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.86 (s), x: -1.99 (m), y: 3.14 (m)
Time: 28.96 (s), x: -1.99 (m), y: 3.14 (m)
Time: 29.06 (s), x: -1.99 (m), y: 3.14 (m)
Time: 29.16 (s), x: -1.99 (m), y: 3.14 (m)
Time: 29.26 (s), x: -1.99 (m), y: 3.14 (m)
Time: 29.36 (s), x: -1.99 (m), y: 3.14 (m)
Time: 29.47 (s), x: -2.00 (m), y: 3.14 (m)
Time: 29.57 (s), x: -2.00 (m), y: 3.14 (m)
Time: 29.67 (s), x: -2.00 (m), y: 3.14 (m)
Time: 29.77 (s), x: -2.00 (m), y: 3.14 (m)
Time: 29.87 (s), x: -2.00 (m), y: 3.14 (m)
Time: 29.97 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.07 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.18 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.28 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.38 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.48 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.58 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.68 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.78 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.88 (s), x: -2.00 (m), y: 3.14 (m)
Time: 30.98 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.08 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.19 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.29 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.39 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.49 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.59 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.69 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.79 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.89 (s), x: -2.00 (m), y: 3.14 (m)
Time: 31.99 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.09 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.19 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.30 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.40 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.50 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.60 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.70 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.80 (s), x: -2.00 (m), y: 3.14 (m)
Time: 32.90 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.00 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.10 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.20 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.30 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.40 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.50 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.60 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.70 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.80 (s), x: -2.00 (m), y: 3.14 (m)
Time: 33.91 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.01 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.11 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.21 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.31 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.41 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.51 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.61 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.71 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.81 (s), x: -2.00 (m), y: 3.14 (m)
Time: 34.91 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.01 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.12 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.22 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.32 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.42 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.52 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.62 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.72 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.82 (s), x: -2.00 (m), y: 3.14 (m)
Time: 35.92 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.02 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.12 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.22 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.32 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.43 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.53 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.63 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.73 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.83 (s), x: -2.00 (m), y: 3.14 (m)
Time: 36.93 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.03 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.13 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.23 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.33 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.44 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.54 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.64 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.74 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.84 (s), x: -2.00 (m), y: 3.14 (m)
Time: 37.94 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.04 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.14 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.24 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.34 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.44 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.54 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.64 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.74 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.85 (s), x: -2.00 (m), y: 3.14 (m)
Time: 38.95 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.05 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.15 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.25 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.35 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.45 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.55 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.65 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.75 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.85 (s), x: -2.00 (m), y: 3.14 (m)
Time: 39.95 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.05 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.16 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.26 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.36 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.46 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.56 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.66 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.76 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.86 (s), x: -2.00 (m), y: 3.14 (m)
Time: 40.96 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.06 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.16 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.26 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.36 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.46 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.56 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.66 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.77 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.87 (s), x: -2.00 (m), y: 3.14 (m)
Time: 41.97 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.07 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.17 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.27 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.37 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.47 (s), x: -2.00 (m), y: 3.14 (m)
