🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w49.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_49.world <<<<<<<<<<<<<<<<<<
[WARN] [1749860104.716351, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749860111.696294, 0.001000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:48911]
Time: 0.00 (s), x: -2.00 (m), y: 3.17 (m)
Time: 0.10 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.20 (s), x: -2.00 (m), y: 3.27 (m)
Time: 8.53 (s), x: -2.86 (m), y: 6.45 (m)
Time: 8.63 (s), x: -2.87 (m), y: 6.45 (m)
Time: 8.73 (s), x: -2.87 (m), y: 6.45 (m)
Time: 8.83 (s), x: -2.87 (m), y: 6.46 (m)
Time: 8.94 (s), x: -2.87 (m), y: 6.48 (m)
Time: 9.05 (s), x: -2.84 (m), y: 6.50 (m)
Time: 9.15 (s), x: -2.78 (m), y: 6.54 (m)
Time: 9.25 (s), x: -2.72 (m), y: 6.58 (m)
Time: 9.36 (s), x: -2.66 (m), y: 6.63 (m)
Time: 9.46 (s), x: -2.60 (m), y: 6.67 (m)
Time: 9.56 (s), x: -2.55 (m), y: 6.70 (m)
Time: 9.66 (s), x: -2.50 (m), y: 6.74 (m)
Time: 9.76 (s), x: -2.46 (m), y: 6.77 (m)
Time: 9.86 (s), x: -2.43 (m), y: 6.80 (m)
Time: 9.97 (s), x: -2.40 (m), y: 6.83 (m)
Time: 10.07 (s), x: -2.37 (m), y: 6.87 (m)
Time: 10.18 (s), x: -2.34 (m), y: 6.92 (m)
Time: 10.28 (s), x: -2.31 (m), y: 6.97 (m)
Time: 10.38 (s), x: -2.29 (m), y: 7.05 (m)
Time: 10.48 (s), x: -2.28 (m), y: 7.11 (m)
Time: 10.59 (s), x: -2.28 (m), y: 7.17 (m)
Time: 10.69 (s), x: -2.30 (m), y: 7.25 (m)
Time: 10.79 (s), x: -2.34 (m), y: 7.37 (m)
Time: 10.90 (s), x: -2.37 (m), y: 7.49 (m)
Time: 11.00 (s), x: -2.40 (m), y: 7.60 (m)
Time: 11.11 (s), x: -2.43 (m), y: 7.68 (m)
Time: 11.22 (s), x: -2.45 (m), y: 7.77 (m)
Time: 11.32 (s), x: -2.47 (m), y: 7.85 (m)
Time: 11.42 (s), x: -2.48 (m), y: 7.91 (m)
Time: 11.52 (s), x: -2.50 (m), y: 7.97 (m)
Time: 11.62 (s), x: -2.51 (m), y: 8.03 (m)
Time: 11.73 (s), x: -2.52 (m), y: 8.09 (m)
Time: 11.83 (s), x: -2.53 (m), y: 8.15 (m)
Time: 11.94 (s), x: -2.54 (m), y: 8.21 (m)
Time: 12.04 (s), x: -2.55 (m), y: 8.27 (m)
Time: 12.14 (s), x: -2.57 (m), y: 8.36 (m)
Time: 12.25 (s), x: -2.58 (m), y: 8.45 (m)
Time: 12.35 (s), x: -2.59 (m), y: 8.54 (m)
Time: 12.46 (s), x: -2.59 (m), y: 8.64 (m)
Time: 12.57 (s), x: -2.60 (m), y: 8.80 (m)
Time: 12.67 (s), x: -2.61 (m), y: 8.97 (m)
Time: 12.77 (s), x: -2.61 (m), y: 9.13 (m)
Time: 12.87 (s), x: -2.61 (m), y: 9.30 (m)
Time: 12.98 (s), x: -2.61 (m), y: 9.46 (m)
Time: 13.08 (s), x: -2.60 (m), y: 9.63 (m)
Time: 13.18 (s), x: -2.58 (m), y: 9.79 (m)
Time: 13.29 (s), x: -2.56 (m), y: 9.98 (m)
Time: 13.39 (s), x: -2.54 (m), y: 10.12 (m)
Time: 13.49 (s), x: -2.51 (m), y: 10.29 (m)
Time: 13.60 (s), x: -2.48 (m), y: 10.45 (m)
Time: 13.70 (s), x: -2.45 (m), y: 10.61 (m)
Time: 13.80 (s), x: -2.41 (m), y: 10.76 (m)
Time: 13.90 (s), x: -2.37 (m), y: 10.93 (m)
Time: 14.00 (s), x: -2.32 (m), y: 11.09 (m)
Time: 14.11 (s), x: -2.28 (m), y: 11.24 (m)
Time: 14.21 (s), x: -2.22 (m), y: 11.42 (m)
Time: 14.32 (s), x: -2.16 (m), y: 11.57 (m)
Time: 14.42 (s), x: -2.10 (m), y: 11.72 (m)
Time: 14.52 (s), x: -2.03 (m), y: 11.87 (m)
Time: 14.62 (s), x: -1.95 (m), y: 12.02 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 14.6250 (s)
Navigation metric: 0.2500
